id,name,slug,universityType,populationType,cost,undergraduates,admissionRate,freshmanSatisfaction,inStateTuition,outOfStateTuition,admissionDeadline,chance,applicationStatus,financialAidStatus,address.street1,address.city,address.state,address.zipCode
228,Clarion University of Pennsylvania,clarion-university-of-pennsylvania,Public,Coed,,3776.0,"95% of 2,622 applicants were admitted",74.7,"   $7,716","  $11,574",Rolling,,,,840 Wood Street,Clarion,PA,16214
1462,Clark Atlanta University,clark-atlanta-university,Private,Coed,$$,3318.0,"55% of 16,483 applicants were admitted",74.0,"  $24,907","  $24,907",April 1,,,,"223 James P. Brawley Drive, SW",Atlanta,GA,30314
231,Clark University,clark-university,Private,Coed,$$$,2304.0,"59% of 7,687 applicants were admitted",87.0,"  $47,200","  $47,200",January 15,,,,950 Main Street,Worcester,MA,01610-1477
330,Clarke University,clarke-university,Private,Coed,$$,761.0,"94% of 1,074 applicants were admitted",72.0,"  $34,670","  $34,670",Rolling,,,,1550 Clarke Drive,Dubuque,IA,52001-3198
266,Clarkson College,clarkson-college,Private,Women Only,,658.0,55% of 87 applicants were admitted,85.0,Not reported,Not reported,Rolling,,,,101 South 42nd Street,Omaha,NE,68131-2739
232,Clarkson University,clarkson-university,Private,Coed,$$$,3081.0,"75% of 6,673 applicants were admitted",91.0,"  $52,724","  $52,724",January 15,,,,8 Clarkson Avenue,Potsdam,NY,13699
1264,Clayton State University,clayton-state-university,Public,Coed,$$,6368.0,"51% of 1,938 applicants were admitted",71.0,"   $6,554","  $19,956",July 17,,,,2000 Clayton State Boulevard,Morrow,GA,30260-0285
1335,Clear Creek Baptist Bible College,clear-creek-baptist-bible-college,Private,Men Only,,172.0,88% of 52 applicants were admitted,88.0,Not reported,Not reported,July 15,,,,300 Clear Creek Road,Pineville,KY,40977-9754
331,Cleary University,cleary-university,Private,Coed,,519.0,48% of 81 applicants were admitted,75.0,Not reported,Not reported,July 15,,,,3750 Cleary Drive,Howell,MI,48843
1463,Clemson University,clemson-university,Public,Coed,$$,20195.0,"51% of 29,070 applicants were admitted",93.0,"  $14,970","  $36,324",May 1,,,,105 Sikes Hall,Clemson,SC,29634
332,Cleveland Institute of Art,cleveland-institute-of-art,Private,Coed,$$$,632.0,"70% of 1,138 applicants were admitted",79.0,"  $44,385","  $44,385",,,,,11610 Euclid Avenue,Cleveland,OH,44106
333,Cleveland Institute of Music,cleveland-institute-of-music,Private,Coed,,238.0,44% of 437 applicants were admitted,90.0,Not reported,Not reported,December 1,,,,11021 East Boulevard,Cleveland,OH,44106-1776
334,Cleveland State University,cleveland-state-university,Public,Coed,$$,12433.0,"94% of 10,530 applicants were admitted",70.9,"   $9,874","  $13,949",Rolling,,,,2121 Euclid Avenue,Cleveland,OH,44115
3405,Cleveland University-Kansas City,cleveland-university-kansas-city,,Coed,,43.0,Not reported,50.0,Not reported,Not reported,Rolling,,,,10850 Lowell Avenue,Overland Park,KS,66210
1645,Coastal Carolina University,coastal-carolina-university,Public,Coed,$$,9760.0,"69% of 15,061 applicants were admitted",68.0,"  $11,640","  $27,394",Rolling,,,,PO Box 261954,Conway,SC,29528-6054
335,Coe College,coe-college,Private,Coed,$$$,1428.0,"63% of 7,431 applicants were admitted",79.8,"  $47,220","  $47,220",March 1,,,,"1220 1st Avenue, NE",Cedar Rapids,IA,52402-5092
734,Cogswell Polytechnical College,cogswell-polytechnical-college,Private for-profit,Coed,$$,608.0,65% of 231 applicants were admitted,78.0,"  $20,800","  $20,800",Rolling,,,,191 Baypointe Parkway,San Jose,CA,95134
1464,Coker College,coker-college,Private,Coed,$$,1022.0,"62% of 1,389 applicants were admitted",61.0,"  $29,528","  $29,528",Rolling,,,,300 East College Avenue,Hartsville,SC,29550
248,Colby-Sawyer College,colby-sawyer-college,Private,Coed,$$$,851.0,"90% of 2,676 applicants were admitted",167.0,"  $44,930","  $44,930",Rolling,,,,541 Main Street,New London,NH,03257
233,Colby College,colby-college,Private,Coed,$$$,2003.0,"10% of 13,584 applicants were admitted",93.4,"  $57,280","  $57,280",January 1,,,,4000 Mayflower Hill,Waterville,ME,04901-8840
235,Colgate University,colgate-university,Private,Coed,$$$,2980.0,"23% of 9,951 applicants were admitted",95.0,"  $60,015","  $60,015",January 15,,,,13 Oak Drive,Hamilton,NY,13346-1386
87,College at Brockport,college-at-brockport,Public,Coed,$$,6673.0,"55% of 9,672 applicants were admitted",74.0,"   $8,926","  $18,836",Rolling,,,,350 New Campus Drive,Brockport,NY,14420-2997
101,College at Old Westbury,college-at-old-westbury,Public,Coed,$,4242.0,"69% of 3,545 applicants were admitted",81.0,"   $8,368","  $15,278",Rolling,,,,PO Box 210,Old Westbury,NY,11568-0210
887,College for Creative Studies,college-for-creative-studies,Private,Coed,,1401.0,"46% of 1,388 applicants were admitted",82.0,Not reported,Not reported,,,,,201 East Kirby,Detroit,MI,48202-4034
1925,College of Biblical Studies - Houston,college-of-biblical-studies-houston,Private,Coed,,380.0,Not reported,50.0,"   $7,026","   $7,026",Rolling,,,,7000 Regency Square Boulevard,Houston,TX,77036
1457,College of Charleston,college-of-charleston,Public,Coed,$$,9600.0,"79% of 11,783 applicants were admitted",81.1,"  $12,978","  $33,308",February 15,,,,66 George Street,Charleston,SC,29424-0001
3221,College of Coastal Georgia,college-of-coastal-georgia,Public,Coed,$$,3535.0,"87% of 1,785 applicants were admitted",56.0,"   $3,204","  $11,836",August 5,,,,One College Drive,Brunswick,GA,31520
668,College of Idaho,college-of-idaho,Private,Coed,$$,1077.0,"49% of 2,399 applicants were admitted",78.1,"  $32,855","  $32,855",February 15,,,,2112 Cleveland Boulevard,Caldwell,ID,83605
950,College of Mount St. Joseph,college-of-mount-st-joseph,Private,Coed,$$,1448.0,"60% of 1,832 applicants were admitted",72.5,"  $31,200","  $31,200",,,,,5701 Delhi Road,Cincinnati,OH,45233-1670
260,College of Mount St. Vincent,college-of-mount-st-vincent,Private,Coed,$$$,1850.0,"92% of 2,696 applicants were admitted",78.0,"  $40,980","  $40,980",March 1,,,,6301 Riverdale Avenue,Riverdale,NY,10471-1093
435,College of New Rochelle,college-of-new-rochelle,Private,Coed,$$$,2023.0,"82% of 1,499 applicants were admitted",54.0,"  $37,760","  $37,760",Rolling,,,,29 Castle Place,New Rochelle,NY,10805-2308
454,College of Saint Benedict,college-of-saint-benedict,Private,Women Only,$$$,1748.0,"80% of 2,052 applicants were admitted",85.0,"  $48,442","  $48,442",May 1,,,,37 South College Avenue,Saint Joseph,MN,56374
790,College of Saint Mary,college-of-saint-mary,Private,Women Only,$$,861.0,52% of 428 applicants were admitted,78.0,"  $20,750","  $20,750",Rolling,,,,7000 Mercy Road,Omaha,NE,68106
40,College of St. Rose,college-of-st-rose,Private,Coed,$$$,2110.0,"87% of 6,576 applicants were admitted",70.0,"  $34,354","  $34,354",February 15,,,,432 Western Avenue,Albany,NY,12203-1419
397,College of St. Scholastica,college-of-st-scholastica,Private,Coed,$$$,2481.0,"76% of 1,956 applicants were admitted",81.0,"  $39,410","  $39,410",February 1,,,,1200 Kenwood Avenue,Duluth,MN,55811-4199
404,College of Staten Island (City University of New York),college-of-staten-island-city-university-of-new-york,Public,Coed,$$,11700.0,"93% of 14,466 applicants were admitted",75.0,"   $7,489","  $19,159",Rolling,,,,2800 Victory Boulevard,Staten Island,NY,10314-6600
26,College of the Atlantic,college-of-the-atlantic,Private,Coed,$$$,355.0,72% of 451 applicants were admitted,79.0,"  $43,542","  $43,542",February 1,,,,105 Eden Street,Bar Harbor,ME,04609-1198
797,College of the Holy Cross,college-of-the-holy-cross,Private,Coed,$$$,3174.0,"34% of 7,200 applicants were admitted",93.0,"  $56,520","  $56,520",January 15,,,,1 College Street,Worcester,MA,01610-2395
1804,College of the Ozarks,college-of-the-ozarks,Private,Coed,,1546.0,"10% of 2,720 applicants were admitted",82.0,Not reported,Not reported,December 31,,,,PO Box 17,Point Lookout,MO,65726
1593,College of William and Mary,college-of-william-and-mary,Public,Coed,$$,6256.0,"38% of 14,680 applicants were admitted",95.0,"  $23,628","  $46,283",January 1,,,,PO Box 8795,Williamsburg,VA,23187-8795
1692,College of Wooster,college-of-wooster,Private,Coed,$$$,1936.0,"55% of 6,352 applicants were admitted",86.0,"  $50,250","  $50,250",February 15,,,,1189 Beall Avenue,Wooster,OH,44691-2363
3180,CollegeAmerica,collegeamerica-fort-collins-co,Private,Coed,,120.0,Not reported,,Not reported,Not reported,,,,,4601 South Mason Street,Fort Collins,CO,80525
822,Colorado Christian University,colorado-christian-university,Private,Coed,$$,1343.0,"62% of 1,925 applicants were admitted",78.3,"  $30,370","  $30,370",August 1,,,,8787 West Alameda,Lakewood,CO,80226
669,Colorado College,colorado-college,Private,Coed,$$$,2099.0,"14% of 9,456 applicants were admitted",96.0,"  $60,864","  $60,864",January 15,,,,14 East Cache La Poudre Street,Colorado Springs,CO,80903-3294
1108,Colorado Mesa University,colorado-mesa-university,Public,Coed,$$,9365.0,"81% of 7,087 applicants were admitted",74.3,"   $9,306","  $23,163",Rolling,,,,1100 North Avenue,Grand Junction,CO,81501-3122
634,Colorado School of Mines,colorado-school-of-mines,Public,Coed,$$,5154.0,"53% of 11,756 applicants were admitted",92.0,"  $19,062","  $39,762",,,,,1500 Illinois Street,Golden,CO,80401-1887
747,Colorado State University,colorado-state-university,Public,Coed,$$,26559.0,"81% of 28,319 applicants were admitted",85.5,"  $11,831","  $29,732",February 1,,,,2545 Research Blvd.,Fort Collins,CO,80523
1144,Colorado State University - Pueblo,colorado-state-university-pueblo,Public,Coed,$$,4385.0,"95% of 2,435 applicants were admitted",68.0,"  $10,445","  $27,082",August 1,,,,2200 Bonforte Boulevard,Pueblo,CO,81001-4901
670,Colorado Technical University,colorado-technical-university,Private for-profit,Coed,,1896.0,Not reported,,Not reported,Not reported,Rolling,,,,4435 North Chestnut Street,Colorado Springs,CO,80907
3407,Colorado Technical University Aurora,colorado-technical-university-aurora,,Coed,,573.0,Not reported,,Not reported,Not reported,Rolling,,,,3151 South Vaughn Way,Aurora,CO,80014
3408,Colorado Technical University Online,colorado-technical-university-online,,Coed,,23094.0,Not reported,,Not reported,Not reported,Rolling,,,,4435 North Chestnut Street,Colorado Springs,CO,80907
1465,Columbia College,columbia-college-columbia-sc,Private,Women Only,$$,1102.0,97% of 819 applicants were admitted,68.0,"  $19,890","  $19,890",May 1,,,,1301 Columbia College Drive,Columbia,SC,29203-5998
1827,Columbia College,columbia-college-caguas-pr,Private for-profit,Coed,$,1050.0,90% of 190 applicants were admitted,,"   $9,810","   $9,810",Rolling,,,,183 Caguas,Caguas,PR,00725
337,Columbia College,columbia-college-columbia-mo,Private,Coed,$$,1023.0,"48% of 1,796 applicants were admitted",70.9,"  $23,498","  $23,498",Rolling,,,,1001 Rogers Street,Columbia,MO,65216-0002
336,Columbia College Chicago,columbia-college-chicago,Private,Coed,$$,6708.0,"90% of 7,430 applicants were admitted",71.0,"  $28,318","  $28,318",Rolling,,,,600 South Michigan Avenue,Chicago,IL,60605-1996
546,Columbia College Hollywood,columbia-college-hollywood,Private,Coed,,359.0,57% of 196 applicants were admitted,73.0,Not reported,Not reported,Rolling,,,,18618 Oxnard Street,Tarzana,CA,91356
1411,Columbia College of Nursing,columbia-college-of-nursing,Private,Women Only,,169.0,Not reported,87.5,"  $29,750","  $29,750",,,,,4425 North Port Washington Road,Glendale,WI,53212
1466,Columbia International University,columbia-international-university,Private,Coed,$$,621.0,48% of 336 applicants were admitted,,"  $24,650","  $24,650",Rolling,,,,7435 Monticello Road,Columbia,SC,29203
1942,Columbia Southern University,columbia-southern-university,Private for-profit,Coed,,14364.0,Not reported,,"   $5,775","   $5,775",Rolling,,,,"21982 University Lane, PO Box 3110",Orange Beach,AL,36561
399,Columbia University,columbia-university,Private,Coed,$$$,6298.0,"5% of 42,569 applicants were admitted",99.0,"  $61,850","  $61,850",January 1,,,,116th Street and Broadway,New York,NY,10027
1436,"Columbia University, School of General Studies",columbia-university-school-of-general-studies,Private,Coed,$$$,2068.0,35% of 696 applicants were admitted,,"  $59,462","  $59,462",June 1,,,,"2970 Broadway, 408 Lewisohn Hall, MC 4101",New York,NY,10027-6939
338,Columbus College of Art and Design,columbus-college-of-art-and-design,Private,Coed,$$,1060.0,79% of 612 applicants were admitted,79.0,"  $35,420","  $35,420",Rolling,,,,60 Cleveland Avenue,Columbus,OH,43215-1758
1468,Columbus State University,columbus-state-university,Public,Coed,$$,6640.0,"56% of 3,841 applicants were admitted",73.3,"   $7,200","  $20,682",Rolling,,,,4225 University Avenue,Columbus,GA,31907-5645
339,Conception Seminary College,conception-seminary-college,Private,Men Only,$$,67.0,100% of 28 applicants were admitted,45.0,"  $21,576","  $21,576",,,,,37174 State Highway VV,Conception,MO,64433
1469,Concord University,concord-university,Public,Coed,$$,1570.0,"82% of 1,886 applicants were admitted",59.0,"   $8,385","  $18,037",Rolling,,,,"Vermillion Street, PO Box 1000",Athens,WV,24712-1000
342,Concordia College,concordia-college,Private,Coed,$$$,2010.0,"68% of 3,395 applicants were admitted",80.2,"  $41,566","  $41,566",Rolling,,,,901 South 8th Street,Moorhead,MN,56562
1150,Concordia College New York,concordia-college-new-york,Private,Coed,$$,1239.0,78% of 942 applicants were admitted,76.0,"  $32,900","  $32,900",March 15,,,,171 White Plains Road,Bronxville,NY,10708-1998
341,Concordia University Ann Arbor,concordia-university-ann-arbor,Private,Coed,$$,999.0,"50% of 2,049 applicants were admitted",58.0,"  $29,450","  $29,450",Rolling,,,,4090 Geddes Road,Ann Arbor,MI,48105-2797
340,Concordia University Chicago,concordia-university-chicago,Private,Coed,$$,1515.0,"75% of 4,498 applicants were admitted",62.0,"  $33,636","  $33,636",Rolling,,,,7400 Augusta Street,River Forest,IL,60305-1499
1160,Concordia University Irvine,concordia-university-irvine,Private,Coed,$$$,1738.0,"71% of 3,727 applicants were admitted",73.0,"  $38,000","  $38,000",Rolling,,,,1530 Concordia West,Irvine,CA,92612-3299
638,Concordia University Nebraska,concordia-university-nebraska,Private,Coed,$$,1684.0,"75% of 1,537 applicants were admitted",74.0,"  $32,220","  $32,220",August 1,,,,800 North Columbia Avenue,Seward,NE,68434
343,Concordia University St. Paul,concordia-university-st-paul,Private,Coed,$$,3127.0,"98% of 1,323 applicants were admitted",64.0,"  $23,400","  $23,400",Rolling,,,,1282 Concordia Avenue,St. Paul,MN,55104-5494
1229,Concordia University Texas,concordia-university-texas,Private,Coed,,1567.0,83% of 853 applicants were admitted,61.0,Not reported,Not reported,Rolling,,,,11400 Concordia University Drive,Austin,TX,78726
344,Concordia University Wisconsin,concordia-university-wisconsin,Private,Coed,$$,3308.0,"64% of 3,772 applicants were admitted",80.9,"  $31,182","  $31,182",Rolling,,,,12800 North Lake Shore Drive,Mequon,WI,53097-2402
400,Connecticut College,connecticut-college,Private,Coed,$$$,1844.0,"38% of 6,433 applicants were admitted",91.2,"  $56,890","  $56,890",January 1,,,,270 Mohegan Avenue,New London,CT,06320
3267,Conservatory of Music of Puerto Rico,conservatory-of-music-of-puerto-rico,Public,Coed,,432.0,66% of 102 applicants were admitted,96.0,"   $2,945","   $2,945",December 15,,,,"951 Ave Ponce de León, Parada 15, Miramar",San Juan,PR,00907
1470,Converse College,converse-college,Private,Women Only,$$,870.0,"60% of 1,359 applicants were admitted",70.0,"  $18,690","  $18,690",Rolling,,,,580 East Main Street,Spartanburg,SC,29302
238,Cooper Union for the Advancement of Science and Art,cooper-union-for-the-advancement-of-science-and-art,Private,Coed,$$$,867.0,"13% of 2,574 applicants were admitted",95.0,"  $46,350","  $46,350",January 5,,,,30 Cooper Square,New York,NY,10003-7120
1471,Coppin State University,coppin-state-university,Public,Coed,$,2362.0,"54% of 3,767 applicants were admitted",61.0,"   $6,625","  $12,896",July 15,,,,2500 West North Avenue,Baltimore,MD,21216-3698
939,Corban University,corban-university,Private,Coed,$$,984.0,"37% of 1,994 applicants were admitted",,"  $34,188","  $34,188",August 1,,,,"5000 Deer Park Drive, SE",Salem,OR,97301-9392
345,Cornell College,cornell-college,Private,Coed,$$$,,Not reported,,"  $44,096","  $44,096",February 1,,,,600 First Street South West,Mount Vernon,IA,52314-1098
787,Cornell University,cornell-university,Private,Coed,$$$,15043.0,"11% of 49,114 applicants were admitted",97.5,"  $59,316","  $59,316",January 2,,,,144 East Avenue,Ithaca,NY,14853
